,open,high,low,close,volume
2850,582.082,582.3699,581.83,582.105,52544.0
2851,582.03,582.32,581.5,581.88,53991.0
2852,581.82,582.21,581.3501,581.74,43957.0
2853,581.8,581.89,580.7,581.03,67606.0
2854,581.025,581.6979,580.7079,581.67,30947.0
2855,581.5,581.89,581.17,581.775,36979.0
2856,581.8304,582.18,581.69,581.8901,42592.0
2857,582.13,582.25,581.2232,581.4488,42124.0
2858,581.32,581.3741,580.4701,580.8,50593.0
2859,580.9599,581.355,580.44,581.16,56914.0
2860,581.075,581.9599,580.9101,581.82,51352.0
2861,581.8407,581.9428,581.3001,581.6678,32656.0
2862,581.65,581.7599,581.18,581.2505,32256.0
2863,581.25,581.3,580.3201,580.515,49302.0
2864,580.5123,580.75,579.805,579.85,67404.0
2865,579.81,580.0,579.3,579.74,62785.0
2866,579.86,580.3599,579.7712,580.14,47239.0
2867,580.2021,580.77,580.01,580.5,56774.0
2868,580.5017,580.8664,580.03,580.03,41290.0
2869,580.11,580.9,579.61,580.8357,42850.0
2870,580.789,581.73,580.745,581.645,66860.0
2871,581.6934,581.93,580.66,580.8124,81861.0
2872,580.66,580.79,578.74,579.7978,92327.0
2873,579.8216,580.77,579.8216,580.69,43374.0
2874,580.6772,581.4199,580.56,580.61,62359.0
2875,580.62,581.18,580.43,581.13,47165.0
2876,581.2,581.38,580.75,581.28,49584.0
2877,581.21,581.3485,581.0,581.145,38882.0
2878,581.14,582.36,581.0,582.36,125725.0
2879,582.31,582.5,581.64,581.75,83509.0
2880,581.755,582.165,581.26,581.955,50156.0
2881,582.1375,582.17,581.56,581.9599,66698.0
2882,581.59,582.75,581.26,582.5,114666.0
2883,582.48,583.87,582.4644,583.81,181820.0
2884,583.755,585.0,583.68,584.92,172682.0
2885,584.925,585.0,583.98,584.9924,156822.0
2886,585.0,585.39,584.4249,584.8656,131879.0
2887,584.8264,585.483,584.63,585.425,126366.0
2888,585.47,585.5,584.75,585.12,124723.0
2889,585.17,585.34,584.7501,585.021,126471.0
2890,585.11,585.38,584.94,585.19,140563.0
2891,585.18,585.33,584.75,585.19,218385.0
2892,585.25,585.25,584.5,584.8,64788.0
2893,584.81,585.0,584.69,584.69,5482.0
2894,584.5,584.9,584.0,584.76,4024.0
